"","Group","PB","M0","F.Halibut.HookLine","F.Crab.Pots","F.Herring.Fleet","F.Salmon.Fleet","F.Subsistence.FIshery","F.Flatfish.Trawl","F.Other.Groundfish.Trawl","F.P..Cod.HookLine","F.P..Cod.Pot","F.P..Cod.Trawl","F.Pollock.Trawl","F.Rockfish.Trawl","F.Sablefish.HookLine","F.shrimp.trawl","M2.Transient.Killers","M2.Sperm.and.Beaked.Whales","M2.Resident.Killers","M2.Porpoises","M2.Gray.Whales","M2.Humpbacks","M2.Fin.Whales","M2.Sei.whales","M2.Right.whales","M2.Minke.whales","M2.Sea.Otters","M2.N..Fur.Seal_Juv","M2.N..Fur.Seal","M2.Steller.Sea.Lion_Juv","M2.Steller.Sea.Lion","M2.Resident.seals","M2.Shearwater","M2.Murres","M2.Kittiwakes","M2.Auklets","M2.Puffins","M2.Fulmars","M2.Storm.Petrels","M2.Cormorants","M2.Gulls","M2.Albatross.Jaeger","M2.Sleeper.shark","M2.Salmon.shark","M2.Dogfish","M2.W..Pollock_Juv","M2.W..Pollock","M2.P..Cod_Juv","M2.P..Cod","M2.Herring_Juv","M2.Herring","M2.Arrowtooth_Juv","M2.Arrowtooth","M2.P..Halibut_Juv","M2.P..Halibut","M2.YF..Sole","M2.FH..Sole_Juv","M2.FH..Sole","M2.N..Rock.sole","M2.S..Rock.sole","M2.AK.Plaice","M2.Dover.Sole","M2.Rex.Sole","M2.Misc..Flatfish","M2.Other.skates","M2.Longnose.skate","M2.Big.skate","M2.Sablefish_Juv","M2.Sablefish","M2.Eelpouts","M2.Grenadiers","M2.Misc..fish.deep","M2.POP_Juv","M2.POP","M2.Sharpchin.Rock","M2.Northern.Rock","M2.Dusky.Rock","M2.Shortraker.Rock","M2.Rougheye.Rock","M2.Shortspine.Thorns_Juv","M2.Shortspine.Thorns","M2.Other.Sebastes","M2.Atka.mackerel_Juv","M2.Atka.mackerel","M2.Greenlings","M2.Lg..Sculpins","M2.Other.sculpins","M2.Misc..fish.shallow","M2.Octopi","M2.Squids","M2.Salmon.returning","M2.Salmon.outgoing","M2.Bathylagidae","M2.Myctophidae","M2.Capelin","M2.Sandlance","M2.Eulachon","M2.Oth..managed.forage","M2.Oth..pelagic.smelt","M2.Bairdi","M2.King.Crab","M2.Misc..crabs","M2.Pandalidae","M2.NP.shrimp","M2.Sea.stars","M2.Brittle.stars","M2.Urchins.dollars.cucumbers","M2.Snails","M2.Hermit.crabs","M2.Misc..Crustacean","M2.Benthic.Amphipods","M2.Anemones","M2.Corals","M2.Hydroids","M2.Urochordata","M2.Sea.Pens","M2.Sponges","M2.Bivalves","M2.Polychaetes","M2.Misc..worms","M2.Scyphozoid.Jellies","M2.Fish.Larvae","M2.Chaetognaths","M2.Euphausiids","M2.Mysids","M2.Pelagic.Amphipods","M2.Gelatinous.filter.feeders","M2.Pteropods","M2.Copepods","M2.Pelagic.microbes","M2.Benthic.microbes","M2.Macroalgae","M2.Lg.Phytoplankton","M2.Sm.Phytoplankton","M2.Outside.Production"
"85","King Crab",0.6,0.0563691732284855,0,0.00184777142307283,0,0,0.00979605417359777,0.000390249246532391,0.0000022105834282313,0.00000105652884437525,0.0000255354894540542,0.0000382951070361245,0.0000280549043906413,0.000330693528289454,0.000305726938982371,0,0,0,0,0,0.000820306600783597,0,0,0,0,0,0,0,0,0,0,0.00000407804576826099,0,0,0,0,0,0,0,0.0000188770020457649,0,0,0,0,0.000195969409848994,0,0,0,0.000509668609682811,0,0,0,0,0,0.0221864736915215,0,0,0,0,0,0,0,0,0,0.000222331748756791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000722615390666982,0,0,0,0,0.506900247585506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"86","Misc. crabs",0.8200002,0.164096235440273,0,0,0,0,0.0000163922765466852,0.00000699646901635889,0.000000665840970442746,0.0000000198585167778337,0.0000123573394929575,0.00000932525753651035,0.0000000197423851007704,0.000000770359479799766,0.000000032052342869486,0,0,0,0,0,0.000704220831390214,0,0,0,0,0,0.0521763338596381,0,0,0,0,0.00000350212641151497,0,0,0,0,0,0,0,0.000016198639903138,0,0,0,0,0.0104853448643322,0.00811153432509486,0.00897937870005452,0.000676994990922091,0.0879942393001427,0,0,0,0.000314369860373723,0.00144145409179302,0.118751100436284,0.000832432318810487,0,0.00644224269590241,0.00399590894424925,0.0146182797806749,0.00000483429021282872,0.00836396909981111,0.00282706143936272,0,0,0,0.000123099577687156,0.000491182980589615,0.00351331069404462,0.122357706286763,0,0,0,0.0000103010328912154,0,0,0.000000795222787009278,0,0,0,0.000100882745663541,0,0,0.00384492358007575,0.0000570811855847375,0.00200872660865274,0.0191347601703357,0,0.165685896376909,0,0,0,0,0,0,0,0,0,0,0.0115749332585557,0.000214340357557821,0.0000000446899782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"87","Pandalidae",0.576,0.1152,0,0,0,0,0.00000576355924221999,0.000000226153623552674,0.000000159338500514048,0,0,0.0000000111750480318017,0.0000000189731244782357,0.000000100584838892303,0,0.0000123710979958115,0,0,0,0,0.000810820771117056,0,0,0,0,0,0,0,0,0,0,0.00000403226618974262,0,0,0,0,0,0,0,0.0000186506792902628,0,0,0,0,0.00192492724355248,0.00511547210995641,0.203228420671758,0.0000727051261220878,0.0276066946071519,0,0,0.00344097823048488,0.0766846853128521,0.000263284273579979,0.00101297599640561,0,0.00183146319143002,0.0553421748675947,0,0,0,0,0.00111960956672126,0,0.000353410330796251,0,0,0,0.00412245737239252,0,0.0196573979246979,0.000197501138134521,0,0.00123102329979879,0.0000556343095889668,0,0.0000268602926038662,0.0134651559216996,0.0309204447874455,0.0000141106736207402,0.00100060685976503,0,0,0,0,0.000124761678730939,0.00678868306224252,0.00407460884703115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271797704870992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"88","NP shrimp",0.576,0.1152,0,0,0,0,0,0.000000192516745616826,0.000000135639345894826,0,0,0.00000000951293127829586,0.0000000161511636265343,0.0000000856243890225738,0,0,0,0,0,0,0.000792750808833232,0,0,0,0,0,0,0,0,0,0,0.00000394240321132158,0,0,0,0,0,0,0,0.0000182350322368867,0,0,0.000000424005760605886,0,0.000189360324833217,0.0498784084209963,0.13595428437919,0.0146160655990876,0.0248073455437624,0,0,0.00100103806565873,0.0115465386403326,0.00071843376679628,0.000479025240904521,0.00216738605181011,0.00845607463858073,0.0104306762013029,0.000338927204063338,0.00251402058544827,0.000000138813913558623,0.000694339840017575,0.00127946412466,0,0.0000690734786339384,0.000167275249071254,0.0074920467254999,0,0.000571769892603139,0.00233173858313372,0.0974138575536449,0.00268951746624679,0,0.000705753967587088,0.00174141349554784,0.000206685681319195,0.000922603776710999,0.000296689898554144,0.00000164521061684253,0.00000916239865669245,0.000712303735093583,0.00205993945774517,0,0.000000556821033278535,0.000764238762979543,0.00270204344153526,0.0690026184884457,0.00482037480844982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000231371970901447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"89","Sea stars",1.21,0.614926178617733,0.000175912537980866,0,0,0,0,0.00367854119134421,0.00166364648352377,0.0122065895304668,0.0121321453050608,0.00246537816919007,0.0000443285902027974,0.000153607955904663,0.0000992614100160084,0,0,0,0,0,0.000820307783519955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019584120406426,0,0.466955249604846,0,0.0692308110694556,0,0,0,0,0,0.0000708821666883553,0,0,0,0,0.00350437639079931,0.00000000626455631783962,0.0197999759022845,0,0,0,0,0,0,0.000231023289113972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100127674673249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154580885857806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"90","Brittle stars",1.21,0.966051123665696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000820309995193742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000195943196825693,0,0,0,0.000210888171184966,0,0,0,0.0000147105244082279,0,0.0000536231770634423,0.00441079330764096,0.00566241647772475,0.049959088360662,0.00720709937847822,0.0161546081335188,0.0000109156368496536,0.0448839028956116,0.00154140439680186,0.0057724076727031,0.0000375983738928671,0,0,0,0.000000266039173723009,0.0854350555828893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000039946500856224,0.0000687761515344161,0,0,0,0,0,0,0,0,0,0,0,0,0.0175475890485711,0.000142161162987583,0.0000000674391895491935,0,0,0.00381525656131431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"91","Urchins dollars cucumbers",0.61,0.394736952077039,0,0,0,0,0.0000011987055206674,0.0000208970241445657,0.00000064993752015726,0.0000000180878838156973,0.000000920519999068014,0.0000212399581587393,0.000000258319506832315,0.00000247650721124073,0.00000000515044827294433,0,0,0,0,0,0.000820310426749101,0,0,0,0,0,0.0607775969446847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000497247287737151,0,0.000531510447316432,0,0.0000298654034824388,0,0,0,0,0,0.00118560013974748,0.00639227802650764,0,0,0.0271880286126287,0.0556448084879755,0.000272184649525484,0.0348989892932984,0,0,0,0,0,0,0.0000170600035274439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000231079227874226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244451965129249,0.0025123027359917,0.0000000939481906397089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"92","Snails",1.81,0.362,0,0,0,0,0.00000037877780972225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000795727139877201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000428822603860063,0,0.000190071168791288,0,0.0013695596972327,0,0.01632177234269,0,0,0,0.0000000288203806429251,0,0.00461782208890093,0.00061488020767529,0,0.0038467687191382,0.0078713255424333,0.000159906535169623,0.000118951852818274,0,0.00271246296088667,0.00065809698786487,0,0,0,0,0.000943153208511038,0,0,0,0,0,0,0.000131136250442132,0.00000752339441766417,0,0,0,0.00000875428260389039,0,0,0.00964210912041998,0.0000010949104035882,0.000282334046381919,0,0,1.32047652319922,0,0,0,0,0,0,0,0,0,0,0.0691870640157765,0.00427060202947777,0.000000266309338717402,0,0,0.00334286378745523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"93","Hermit crabs",0.82,0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000815260320685604,0,0,0,0,0,0,0,0,0,0,0.00000405434276063241,0,0,0,0,0,0,0,0,0,0,0.0000015329884768097,0,0.000194737012729718,0.228760119297024,0.0641834193109419,0.0202387869908311,0.089026166435022,0,0,0,0.0000411087022482247,0.00269507958460611,0.0500335026239335,0.0149553488854383,0.0158636662039598,0.018931457013867,0.00123206579068626,0.00421060802318702,0.000000934015336206074,0.00000687807788035713,0.0000130467245666059,0,0.0000987388000381275,0,0,0.0000250473591614113,0.00369760742152992,0.00154694113821492,0,0,0,0.000191402261461964,0.00000166652143210564,0.0000246117913102287,0.0475400444222802,0,0.000000000104689061029159,0,0.000588287375091025,0,0,0.000766817418592758,0,0.000987012578579416,0,0,0.0826094806215235,0,0,0,0,0,0,0,0,0,0,0.00577115642083915,0.000106868152336899,0.0000000222820165676077,0,0,0.000836522986720341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"94","Misc. Crustacean",7.4,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000791345835555856,0,0,0,0,0,0,0,0,0,0,0,0.0000754367794156778,0.000941061290594433,0.000145881665086714,0.00000926813646231887,0.0132774948313049,0.00000192025913068505,0.0000149192356164448,0.00001820271937422,0.0000213090343287154,0,0,0,0.00010888405339659,0.00243728135641723,0.0094253285443292,0.00207121771433938,0.00539059571904041,0,0,0.0000275038448017379,0.000539909240190425,0,0.000332578469286118,0.00119090867453151,0,0.00153452165240394,0.00284803038678053,0.0183706815553041,0.00002296920941251,0.000354549283361234,0.00320930941356659,0.162661749704672,0.000243057077173884,0,0.000189758921149803,0.0000200052583720572,0.0000252051810994771,0.00510705268555766,0,0,0,0.000012503833149513,0.00000210818721361963,0,0.00000122534225335935,0,0.000000015889259898201,0,0.000185771394180637,0.0065513886631418,0,0.0000249382016859084,0.00000628507821871765,0.0000630212736690564,0.0110961335151556,0,0,0,0,0,0,0,0,0,0,0,0,0.00446071158161592,0.000165203633404823,0.0000000170644796017795,0,0,0,0,0,0,0,0,0,0.0248577109906854,0.0000668581837754972,0.0308651246551727,0.245138093091022,0.0000141537409318187,0.0300697961174726,5.33501100183147,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"95","Benthic Amphipods",7.4,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717561206930589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000144974368630649,0.00000921049229400043,0,0.00000190868111423506,0.0000148264510672808,0.0000180895044081891,0.0000211765053379472,0,0,0,0.000249780356751181,0.0841718361229025,0.203915807959655,0.0805753591061728,0.0124800066769004,0,0.0000201825319440744,0.000150526847907868,0.000649497895472355,0.000754605197666309,0.00000498637754013231,0.00087535459792082,0.0000385756453876372,0.00118614247856621,0.0062935828565981,0.0155099108792665,0.000474182924508876,0.00122149490709478,0.00327257119748526,0.0000128226760029552,0.00783599627719443,0,0.0000458218283606804,0.0000355622024150358,0.0037697550129145,0.113275160672581,0,0,0,0.0120470826124131,0.026497364171707,0.000244254345483262,0.000437614434220331,0.000000304609033453802,0.0000000279769776549757,0.0000289389491297686,0.000248056447822082,0.0000675146773963868,0,0.000515968656005522,0.000117015280723768,0.00171752637572191,0.0542577124440228,0.000979579297914651,0,0,0,0,0,0,0,0,0,0,0,0.00646287437724566,0.0000359031393251323,0.0000000248382275737867,1.24595760347943,1.46365359500058,0,0.445649711468712,0,0,0,0,0,0.00900373519444632,0.0000242167664802996,0.0111796862246442,0.0887917023852337,0.00000512663999547844,0.0108916095168282,1.93239942076516,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"96","Anemones",1,0.998147498787581,0,0,0,0,0,0.000316655502151678,0.0000684859443576177,0.000171052822578059,0.000000834947433757555,0.0002367120985346,0.00000595040704812662,0.0000220315846435838,0.0000145721957778441,0,0,0,0,0,0.000820309280237875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000195896429654497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"97","Corals",0.0460517,0.0413332680366327,0,0,0,0,0,0.00132722553085072,0,0.0000156830981478723,0.0000000192667053413665,0.000049727366486067,0.000592046588434852,0.00185590392541781,0.0000572028481585172,0,0,0,0,0,0.000820623339172534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"98","Hydroids",1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000737175410700547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000176141886286579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331500963352019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000231677850946373,0.0000109228840859809,0.576676712982799,0,0,0,0,0,0,0,0,0,0,0,0,0.180653392439335,0.00836318272091528,0.000000697489651951332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"99","Urochordata",3.58,3.54653040976427,0,0,0,0,0,0.0000181421568627451,0.000000524509803921569,0.0000020171568627451,0.000000258986928104575,0.00000472998366013072,0.0000000910947712418301,0.00000169076797385621,0.0000000943627450980392,0,0,0,0,0,0.000820309939895289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000137041732715686,0,0,0,0,0,0.0000086045575,0,0,0,0.00881407690222386,0.000844057868688726,0.0000576076114166667,0,0,0,0,0,0,0.013414167991034,0.00156741748396413,0,0,0,0,0,0,0,0,0,0,0,0,0.00752512030082443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000376974387254902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"100","Sea Pens",0.09210341,0.0736082072695148,0,0,0,0,0,0.000876793814207809,0,0.00543859712989727,0,0.00557838904380875,0,0.0000475074082433544,0.000861504073623741,0,0,0,0,0,0.000820039593236481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00487237166743722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"101","Sponges",1,0.99735438269797,0,0,0,0,0,0.0000708893093485294,0,0.000000908825373436997,0.0000306526240588495,0.0000307428554418826,0.000000544178959529829,0.0000603396792971998,0.00000218880870388665,0,0,0,0,0,0.000820308893130148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000943002346499674,0,0,0,0.0000224004365487333,0,0.0000667133242357774,0,0,0,0,0,0.00000559354761891473,0,0,0,0,0,0,0,0.000102635852793545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000488696620020158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"102","Bivalves",1.3,0.26,0,0,0,0,0.0000191309885337361,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00079166616000956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145940705810335,0.00000927188341082241,0,0.00000192140447552394,0.0000149252835394436,0,0.0000213176604573109,0,0,0,0.000189101208993903,0,0.000335161224054405,0,0.000503483663011903,0,0,0,0.000131753811134507,0,0.000210063506731587,0.0136335186460867,0,0.00594432728415929,0.00134557572642492,0.00534202226189746,0.000309915429172165,0.000643225894898796,0.0000162418097926717,0,0.0000000932304710693178,0,0.0000626155964455788,0,0.00000120325477621574,0.00763366130302723,0,0,0,0,0,0,0,0,0,0,0.0000000659056826970993,0,0,0.0000173797168990283,0.0000179473234019227,0.00000476918650044529,0,0,0.0777945597113549,0,0,0,0,0,0,0,0,0,0,0.0407608699455585,0.000226438440119065,0.120317145946476,0.174625829068365,0.205136773339727,0.0358433515288781,0,0,0.106634347982504,0.241314383967217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"103","Polychaetes",2.97,0.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000784344306372605,0,0,0,0,0,0,0,0,0.0000213079949448818,0.000520473856297809,0,0,0,0.000144590948286032,0.00000918613298447653,0,0.00000190363773153467,0.0000147872404169659,0,0.000021120490569502,0,0,0,0.000187352244153444,0.00308545469811822,0.02804436440889,0.00417651490118793,0.0458171090095568,0,0.000311777614847328,0.000154878329057707,0.0044843013091531,0,0.000543818116884933,0.0367635183174765,0.00611571177461061,0.00393811210249628,0.0561483209117954,0.0481448383500943,0.00407227755534864,0.0462399142038277,0.0783732600557981,0.000252562837624,0.000142251870671775,0,0,0.000274946294099966,0.00220650894381113,0.120838538365974,0.00000000388759943634081,0.0000000000391396055454634,0,0,0,0,0.000000162526061471817,0,0.0000000000468813045702254,0.00000789094014935174,0.000157224422818755,0,0,0.0000479119206137199,0.000373785639269511,0.00463860508887094,0.0104184357966041,0,0,0,0,0,0,0,0,0,0,0,0,0.23216606689673,0.000658035589420937,0.419573782686629,0,0,0.00274712037013167,0,0,0.371858396429271,0.841518530896723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"104","Misc. worms ",2.23,0.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000781209044852392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000144012991971605,0.00000914940710857968,0,0.00000189602325009116,0.0000147281313519104,0,0.0000210360684018812,0,0,0,0.000822682921777401,0,0.000393732330341749,0.000137159321115711,0.00290715921071981,0,0,0,0.00140642369072756,0,0.0000193914189356445,0,0,0.00313982059740377,0.00315563385379189,0.00457390046863069,0.00090115295463768,0.0237621336605563,0.0114443012711906,0,0.00157847672695285,0,0,0,0.0000469731717500266,0.0125715373015839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000853486614276895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000920810950643135,0.440341540044419,0,0,0.0014415511259304,0,0,0.390265309003256,0.883173521550001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"105","Scyphozoid Jellies",0.88,0.454913104162229,0,0,0,0,0,0.000135928181818182,0.000298585454545455,0,0.00000269363636363636,0.000136672727272727,0.00246693636363636,0.00000274727272727273,0.0000212145454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282611987727273,0,0.000398794914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000140715522545455,0,0,0,0,0,0,0,0.257968151711029,0,0,0,0,0,0,0,0.0000312078954545455,0,0,0,0,0.126781372243923,0,0.00800726894369195,0,0.00001213686594,0,0.000560579153852606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"106","Fish Larvae",5.475,1.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177065578257536,0,0,0,0,0,0,0,0,0,0,0,0.0000214035337596208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36227203861801,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"107","Chaetognaths",5.475,1.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365867856643958,0.0474106301311108,0.000126812623165374,0.0000647910035344033,0.000335084999952365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103674836653396,0.0394207368675462,0.00937567553538079,0,0.000000163669963699354,0,0,0,0.000391511446681983,0,0,0,0.0218192192869351,0,0,0.000713213522295048,0,0,0,0,0,0,0,0,0.00000104629322153982,0,0,0,0.0215388036280166,0.0918166054051723,0.0266305101861888,0.0014455013253022,0.0723694646669238,0,0.000000499549629057233,0.0000000255335305574653,0.000000697441847543106,0,0,0,0,0,0,0,0,0.572361330911978,3.43655414194057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"108","Euphausiids",5.475,1.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032827666203198,0.0425394079826644,0.000113783254987457,0.0000581340492139682,0.000300656751008895,0,0,0,0,0,0,0.00000640581372793084,0.000848690926735125,0.000172398446876253,0.000659226460889439,0.000708075381076126,0.0000444543421655448,0.000228781593850137,0.0000142195080525671,0.00000804152956743419,0,0,0,0.00162664217028934,0.190282341840778,0.490974665057449,0.00261670223307825,0.00616745258655069,0.155728265330112,0.141694680942472,0.0154733453593287,0.0654471108235411,0.00000229563066067233,0.00040714254465929,0.0000679897604898162,0.00442094157894072,0.00199211890912152,0.0000169236214636798,0.000000221579533192787,0.0000015496654687622,0.0019434226748105,0.00824921973294661,0,0,0,0,0.00227881277032228,0.00549762577226191,0.0000181718301143377,0,0,0.0064774016580389,0.0589467825179573,0.00865844850127598,0.0320604576072466,0.00113609210093435,0.000000031174582622161,0.000000053487323576387,0.00000276851774804665,0.000000351499988523291,0.00129807478774946,0.0813929439934994,0.101788164470961,0,0.0000797533775906332,0,0,0,0.265082195253586,0.0947379935056044,0.00288102888254345,0.0112336616455204,0.0977268065513579,1.03160518864461,0.364047672269295,0.177448024056083,0.219216456676712,0.0982957567006486,0,0,0,0.239575352685651,0.281434396525734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00987465587274497,0,0.0215619023766093,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"109","Mysids",5.475,1.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356314457138871,0.0461726668028765,0.000123501325433908,0.0000630991979580524,0.000326335409644975,0,0,0,0,0,0,0,0.000921177270189558,0.000187122726278301,0.000715530283459212,0.000768551371897496,0.0000482511975160696,0.000248321600944258,0,0.00000872527354928346,0,0,0,0.00100967691689746,0.214312597217448,1.17068459720467,0.457523498984788,0.00326589305515553,0,0,0.00013393739886354,0.010762051569951,0.000818729388724137,0.00000148480102175484,0,0.455260053832369,0.0242049024737578,0.000322009575127146,0,0.00000147102824082006,0,0.000160425439296349,0,0.00000961325238975134,0,0.00471975218231389,0,0.00274542689550951,0.000420764056964682,0,0,0,0.0169643250431284,0,0,0.00299982312655551,0.000270094802578574,0.00000258076234031207,0.000209964667563305,0.0039110437878291,0,0,0,0.00225260723120446,0.0316702166370737,0.0124268833163774,0.00612132064331042,0,0.790865916391183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08073361014361,0,0,0,0,0,0,0,0,NA,NA,NA,NA
