"","Group","PB","M0","F.dredge.o","F.dredge.sc","F.gillnet","F.longline","F.midwater","F.other","F.otter","F.pot","F.seine","M2.AmLob","M2.AtlHal","M2.AtlHer","M2.AtlMack","M2.AtlScal","M2.Bact","M2.BalWhale","M2.Blu","M2.BSB","M2.But","M2.Clams","M2.Cod","M2.Dolphins","M2.GelZoo","M2.Goose","M2.Had","M2.Illex","M2.LgPels","M2.LgSkates","M2.Loligo","M2.Macroben","M2.Megaben","M2.MesoPels","M2.Micronekton","M2.Microzoop","M2.OffHake","M2.OthDem","M2.OthFlats","M2.OthPels","M2.OthShrimp","M2.OthSquid","M2.Pol","M2.Pout","M2.Rays","M2.Red","M2.RedCrab","M2.RedHake","M2.RivHer","M2.Scup","M2.Seabirds","M2.Seals","M2.Shad","M2.Sharks","M2.SilHake","M2.SmDog","M2.SmFlats","M2.SmPels","M2.SmSkates","M2.SpDog","M2.StrBass","M2.SumFl","M2.ToothWhale","M2.Weak","M2.WhHake","M2.WinFl","M2.YTFl","M2.Zoop","M2.SmPP","M2.LgPP"
"51","SumFl",0.35,NA,3.83063796050882e-06,0.0170455121678699,0.00044369259830354,9.31478870972649e-05,0,0.00136139219603695,0.134210121350201,1.7830379571577e-05,0.000189878385236732,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.00413378197177211,0,0.00181886406757973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"52","ToothWhale",0.04,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0.00264,0,0,0,0,0,0,0,0,4e-04,0,0,0,0,0,NA,NA
"53","Weak",0.35,NA,0,0.00277,0.00065,1.675e-09,0,5.1e-06,0.0008045,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.0075,0,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"54","WhHake",0.25,NA,0,0.005971,0.0265215384615385,0.0477692307692308,1.95384615384615e-05,0.00199230769230769,0.0911538461538461,0.000567846153846154,0.000384615384615385,0,0,0,0,0,NA,0,0,0.000228211947692308,0,0,0.0135300736877059,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,0,0.0240584884615385,0.0119924592307692,0,0,0,0,0,0,0,0,0,NA,0,0,0.00115384615384615,0,0.000507692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"55","WinFl",0.35,NA,1.6854757823142e-05,0.0236104311793785,0.00344310755400199,9.03326889867743e-05,3.1396117513696e-05,0.0059487380552266,0.177478947450448,7.8744492174285e-06,0.000280912630385701,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,0,0,3.7592719654557e-05,0,0,0,0,0,0,0,0,0,NA,0,0,0.000413106809390736,0,0.000181766996131924,0,0,0,0,0.000293907558727712,0,0,0,0,0,0,0,0,0,NA,NA
"56","YTFl",0.45,NA,2.45991641941982e-05,0.0665797378202481,0.00100376589504618,7.22975435463629e-06,0.000127195678272439,0.0875970237159252,0.136375366374177,0,0.000319399147775156,0,0,0,0,0,NA,0,0,0.000391887286845655,0,0,0.00083754680696417,0,NA,0.00689338288752963,0,0,0,1.35519951946193e-05,0,0,0,NA,0,NA,0,0.0413134187939696,6.25778737915822e-06,0,0,0,0,0,0,0,0,0,NA,0,0,0.000449984710869479,0,0.000197993272782571,0,0,0,0,0.0016199315974466,0.175068934934,0,0,0,0,0.00452887844829696,0,0,0,NA,NA
"57","Zoop",6,NA,0,0,0,0,0,0,0,0,0,0,0,0.24768,0.03028554967068,0,NA,0.00312,0,6.98947316e-06,0.053817452908,0,1.22146202160691e-05,0,NA,0,0.000539273113038609,0.0126,0,0.000701780208484911,0.028790558622,0.672,0,NA,7.32106666666667,NA,1.8834081e-05,0.00073684205,1.753899e-05,0.0108,0,0.0252,0,0,0,6.401305e-06,0,0,NA,0,0.0001176,0,0.012356014245,3.96e-05,0.0013452915,0,0,0.8025,0.000217305674965694,0,0,0,0,0,0,0,8.64029356128e-07,0.2,NA,NA
"58","SmPP",110,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,NA,0,0,0,0,0.096,0,0,NA,0,0,0,0,0,0,0.56,0,NA,1.1248,NA,0,0,0,0,0.035,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0.0535,0,0,0,0,0,0,0,0,0,1,NA,NA
"59","LgPP",150,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2925,NA,0,0,0,0,0.024,0,0,NA,0,0,0,0,0,0,0.14,0,NA,0,NA,0,0,0,0,0.0153125,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0.029425,0,0,0,0,0,0,0,0,0,0.75,NA,NA
"60","Detritus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,11.2,1.6,NA,11.3466666666667,NA,0,0,0,0,3.5,0,0,0,0.000235206495,0,0.0126,0,NA,0,0,0,0,0.00066,0,0,0.00583333333333333,0,0,0,0,0,0,0.00024,0,0,0,10,NA,NA
"61","Discards",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0225,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1.12,1.8,NA,0,NA,0,0,0,0,3.15,0,0,0,0.000235206495,0,0.00315,0,NA,0,0.004704,0,0,0,0,0,0.00583333333333333,0,0,0,0,0,0,0.00048,0,0,0,10,NA,NA
